ENSG00000263185 	 ENST00000571438 	 ENSE00002722659
ENSG00000262878 	 ENST00000574553 	 ENSE00002829630
ENSG00000262878 	 ENST00000574553 	 ENSE00002794138
ENSG00000262878 	 ENST00000574553 	 ENSE00002917960
ENSG00000262878 	 ENST00000574553 	 ENSE00002790703
ENSG00000262878 	 ENST00000574553 	 ENSE00002660126
ENSG00000262878 	 ENST00000574553 	 ENSE00002642767
ENSG00000262878 	 ENST00000574553 	 ENSE00002645869
ENSG00000262878 	 ENST00000574553 	 ENSE00002919691
ENSG00000262430 	 ENST00000572335 	 ENSE00002840137
ENSG00000262430 	 ENST00000572335 	 ENSE00002846939
ENSG00000262430 	 ENST00000572335 	 ENSE00002867515
ENSG00000262430 	 ENST00000572335 	 ENSE00002775876
ENSG00000262430 	 ENST00000572335 	 ENSE00002933581
ENSG00000262430 	 ENST00000572335 	 ENSE00002833862
ENSG00000262430 	 ENST00000572335 	 ENSE00002879902
ENSG00000262430 	 ENST00000572335 	 ENSE00002908487
ENSG00000262430 	 ENST00000572335 	 ENSE00002929010
ENSG00000262430 	 ENST00000572335 	 ENSE00002946829
ENSG00000262430 	 ENST00000572335 	 ENSE00002741804
ENSG00000262430 	 ENST00000572335 	 ENSE00002951063
ENSG00000262430 	 ENST00000572335 	 ENSE00002827097
ENSG00000262430 	 ENST00000572335 	 ENSE00002821727
ENSG00000262430 	 ENST00000572335 	 ENSE00002759564
ENSG00000262430 	 ENST00000572335 	 ENSE00002801288
ENSG00000262430 	 ENST00000572335 	 ENSE00002642577
ENSG00000262430 	 ENST00000572335 	 ENSE00002674448
ENSG00000262430 	 ENST00000572335 	 ENSE00002664802
ENSG00000262430 	 ENST00000572335 	 ENSE00002641579
ENSG00000262430 	 ENST00000572411 	 ENSE00002665041
ENSG00000262430 	 ENST00000572411 	 ENSE00002879902
ENSG00000262430 	 ENST00000572411 	 ENSE00002908487
ENSG00000262430 	 ENST00000572411 	 ENSE00002929010
ENSG00000262430 	 ENST00000572411 	 ENSE00002946829
ENSG00000262430 	 ENST00000572411 	 ENSE00002741804
ENSG00000262430 	 ENST00000572411 	 ENSE00002951063
ENSG00000262430 	 ENST00000572411 	 ENSE00002827097
ENSG00000262430 	 ENST00000572411 	 ENSE00002821727
ENSG00000262430 	 ENST00000572411 	 ENSE00002759564
ENSG00000262430 	 ENST00000572411 	 ENSE00002801288
ENSG00000262430 	 ENST00000572411 	 ENSE00002642577
ENSG00000262430 	 ENST00000572411 	 ENSE00002674448
ENSG00000262430 	 ENST00000572411 	 ENSE00002664802
ENSG00000262430 	 ENST00000572411 	 ENSE00002833555
ENSG00000261910 	 ENST00000576665 	 ENSE00002637341
ENSG00000261910 	 ENST00000576665 	 ENSE00002904535
ENSG00000261910 	 ENST00000576665 	 ENSE00002971325
ENSG00000261910 	 ENST00000576665 	 ENSE00002669501
ENSG00000261910 	 ENST00000576665 	 ENSE00002666166
ENSG00000261910 	 ENST00000576665 	 ENSE00002658608
ENSG00000261910 	 ENST00000576665 	 ENSE00002664044
ENSG00000261910 	 ENST00000576665 	 ENSE00002670540
ENSG00000261910 	 ENST00000576665 	 ENSE00002662805
ENSG00000261910 	 ENST00000576665 	 ENSE00002633016
ENSG00000261910 	 ENST00000576665 	 ENSE00002651645
ENSG00000261910 	 ENST00000576665 	 ENSE00002645430
ENSG00000261910 	 ENST00000576665 	 ENSE00002651100
ENSG00000261910 	 ENST00000576665 	 ENSE00002661104
ENSG00000261910 	 ENST00000576665 	 ENSE00002648348
ENSG00000261910 	 ENST00000576665 	 ENSE00002659727
ENSG00000261910 	 ENST00000576665 	 ENSE00002637313
ENSG00000261910 	 ENST00000576665 	 ENSE00002737650
ENSG00000261910 	 ENST00000576665 	 ENSE00002940792
ENSG00000261910 	 ENST00000576665 	 ENSE00002939047
ENSG00000261910 	 ENST00000576665 	 ENSE00002794721
ENSG00000261910 	 ENST00000576665 	 ENSE00002898203
ENSG00000261910 	 ENST00000576665 	 ENSE00002886942
ENSG00000261910 	 ENST00000576665 	 ENSE00002847907
ENSG00000261910 	 ENST00000576665 	 ENSE00002974777
ENSG00000261910 	 ENST00000576665 	 ENSE00002815335
ENSG00000261910 	 ENST00000576665 	 ENSE00002919838
ENSG00000261910 	 ENST00000571155 	 ENSE00002674528
ENSG00000261910 	 ENST00000571155 	 ENSE00002904535
ENSG00000261910 	 ENST00000571155 	 ENSE00002971325
ENSG00000261910 	 ENST00000571155 	 ENSE00002669501
ENSG00000261910 	 ENST00000571155 	 ENSE00002666166
ENSG00000261910 	 ENST00000571155 	 ENSE00002658608
ENSG00000261910 	 ENST00000571155 	 ENSE00002664044
ENSG00000261910 	 ENST00000571155 	 ENSE00002670540
ENSG00000261910 	 ENST00000571155 	 ENSE00002662805
ENSG00000261910 	 ENST00000571155 	 ENSE00002633016
ENSG00000261910 	 ENST00000571155 	 ENSE00002651645
ENSG00000261910 	 ENST00000571155 	 ENSE00002645430
ENSG00000261910 	 ENST00000571155 	 ENSE00002651100
ENSG00000261910 	 ENST00000571155 	 ENSE00002661104
ENSG00000261910 	 ENST00000571155 	 ENSE00002648348
ENSG00000261910 	 ENST00000571155 	 ENSE00002659727
ENSG00000261910 	 ENST00000571155 	 ENSE00002637313
ENSG00000261910 	 ENST00000571155 	 ENSE00002737650
ENSG00000261910 	 ENST00000571155 	 ENSE00002940792
ENSG00000261910 	 ENST00000571155 	 ENSE00002939047
ENSG00000261910 	 ENST00000571155 	 ENSE00002794721
ENSG00000261910 	 ENST00000571155 	 ENSE00002898203
ENSG00000261910 	 ENST00000571155 	 ENSE00002886942
ENSG00000261910 	 ENST00000571155 	 ENSE00002847907
ENSG00000261910 	 ENST00000571155 	 ENSE00002974777
ENSG00000261910 	 ENST00000571155 	 ENSE00002815335
ENSG00000261910 	 ENST00000571155 	 ENSE00002760105
ENSG00000261910 	 ENST00000571155 	 ENSE00002916168
ENSG00000261910 	 ENST00000571155 	 ENSE00002816711
ENSG00000261910 	 ENST00000571155 	 ENSE00002918248
ENSG00000261910 	 ENST00000571155 	 ENSE00002926208
ENSG00000261910 	 ENST00000571155 	 ENSE00002894367
ENSG00000261910 	 ENST00000571155 	 ENSE00002855398
ENSG00000261910 	 ENST00000571155 	 ENSE00002956951
ENSG00000261910 	 ENST00000571155 	 ENSE00002641135
ENSG00000261910 	 ENST00000571155 	 ENSE00002660989
ENSG00000261910 	 ENST00000571155 	 ENSE00002888994
ENSG00000261910 	 ENST00000571155 	 ENSE00002868339
ENSG00000261910 	 ENST00000571155 	 ENSE00002808729
ENSG00000261910 	 ENST00000571155 	 ENSE00002938073
ENSG00000261910 	 ENST00000571155 	 ENSE00002970651
ENSG00000261910 	 ENST00000571155 	 ENSE00002799957
ENSG00000261910 	 ENST00000571155 	 ENSE00002900985
ENSG00000261910 	 ENST00000571155 	 ENSE00002753365
ENSG00000261910 	 ENST00000571155 	 ENSE00002818079
ENSG00000261910 	 ENST00000571155 	 ENSE00002808844
ENSG00000261910 	 ENST00000571155 	 ENSE00002810151
ENSG00000261910 	 ENST00000571155 	 ENSE00002810664
ENSG00000261910 	 ENST00000571155 	 ENSE00002759622
ENSG00000261910 	 ENST00000575980 	 ENSE00002637341
ENSG00000261910 	 ENST00000575980 	 ENSE00002904535
ENSG00000261910 	 ENST00000575980 	 ENSE00002971325
ENSG00000261910 	 ENST00000575980 	 ENSE00002669501
ENSG00000261910 	 ENST00000575980 	 ENSE00002666166
ENSG00000261910 	 ENST00000575980 	 ENSE00002658608
ENSG00000261910 	 ENST00000575980 	 ENSE00002664044
ENSG00000261910 	 ENST00000575980 	 ENSE00002670540
ENSG00000261910 	 ENST00000575980 	 ENSE00002662805
ENSG00000261910 	 ENST00000575980 	 ENSE00002633016
ENSG00000261910 	 ENST00000575980 	 ENSE00002651645
ENSG00000261910 	 ENST00000575980 	 ENSE00002645430
ENSG00000261910 	 ENST00000575980 	 ENSE00002651100
ENSG00000261910 	 ENST00000575980 	 ENSE00002661104
ENSG00000261910 	 ENST00000575980 	 ENSE00002648348
ENSG00000261910 	 ENST00000575980 	 ENSE00002659727
ENSG00000261910 	 ENST00000575980 	 ENSE00002637313
ENSG00000261910 	 ENST00000575980 	 ENSE00002737650
ENSG00000261910 	 ENST00000575980 	 ENSE00002940792
ENSG00000261910 	 ENST00000575980 	 ENSE00002939047
ENSG00000261910 	 ENST00000575980 	 ENSE00002794721
ENSG00000261910 	 ENST00000575980 	 ENSE00002898203
ENSG00000261910 	 ENST00000575980 	 ENSE00002886942
ENSG00000261910 	 ENST00000575980 	 ENSE00002847907
ENSG00000261910 	 ENST00000575980 	 ENSE00002974777
ENSG00000261910 	 ENST00000575980 	 ENSE00002815335
ENSG00000261910 	 ENST00000575980 	 ENSE00002760105
ENSG00000261910 	 ENST00000575980 	 ENSE00002916168
ENSG00000261910 	 ENST00000575980 	 ENSE00002816711
ENSG00000261910 	 ENST00000575980 	 ENSE00002918248
ENSG00000261910 	 ENST00000575980 	 ENSE00002926208
ENSG00000261910 	 ENST00000575980 	 ENSE00002894367
ENSG00000261910 	 ENST00000575980 	 ENSE00002855398
ENSG00000261910 	 ENST00000575980 	 ENSE00002956951
ENSG00000261910 	 ENST00000575980 	 ENSE00002924174
ENSG00000261910 	 ENST00000575980 	 ENSE00002660989
ENSG00000261910 	 ENST00000575980 	 ENSE00002888994
ENSG00000261910 	 ENST00000575980 	 ENSE00002868339
ENSG00000261910 	 ENST00000575980 	 ENSE00002808729
ENSG00000261910 	 ENST00000575980 	 ENSE00002938073
ENSG00000261910 	 ENST00000575980 	 ENSE00002970651
ENSG00000261910 	 ENST00000575980 	 ENSE00002799957
ENSG00000261910 	 ENST00000575980 	 ENSE00002900985
ENSG00000261910 	 ENST00000575980 	 ENSE00002753365
ENSG00000261910 	 ENST00000575980 	 ENSE00002818079
ENSG00000261910 	 ENST00000575980 	 ENSE00002637955
ENSG00000261910 	 ENST00000575980 	 ENSE00002810151
ENSG00000261910 	 ENST00000575980 	 ENSE00002810664
ENSG00000261910 	 ENST00000575980 	 ENSE00002759622
ENSG00000262325 	 ENST00000571284 	 ENSE00002631617
ENSG00000262325 	 ENST00000571284 	 ENSE00002662248
ENSG00000262325 	 ENST00000571284 	 ENSE00002659780
ENSG00000262325 	 ENST00000571284 	 ENSE00002646749
ENSG00000262325 	 ENST00000571284 	 ENSE00002646953
ENSG00000262325 	 ENST00000571284 	 ENSE00002643768
ENSG00000262325 	 ENST00000571284 	 ENSE00002649463
ENSG00000262325 	 ENST00000571284 	 ENSE00002663816
ENSG00000262325 	 ENST00000571284 	 ENSE00002677574
ENSG00000262325 	 ENST00000571284 	 ENSE00002659652
ENSG00000261883 	 ENST00000570821 	 ENSE00002649169
ENSG00000261883 	 ENST00000570821 	 ENSE00002921104
ENSG00000261883 	 ENST00000570821 	 ENSE00002823431
ENSG00000261883 	 ENST00000570821 	 ENSE00002805678
ENSG00000261883 	 ENST00000570821 	 ENSE00002810688
ENSG00000261883 	 ENST00000570821 	 ENSE00002955055
ENSG00000261883 	 ENST00000570821 	 ENSE00002868513
ENSG00000261883 	 ENST00000570821 	 ENSE00002907351
ENSG00000261883 	 ENST00000570821 	 ENSE00002906397
ENSG00000261883 	 ENST00000570821 	 ENSE00002768191
ENSG00000261883 	 ENST00000570821 	 ENSE00002842371
ENSG00000261883 	 ENST00000570821 	 ENSE00002807259
ENSG00000261883 	 ENST00000570821 	 ENSE00002894851
ENSG00000261883 	 ENST00000570821 	 ENSE00002889793
ENSG00000261883 	 ENST00000571563 	 ENSE00002661492
ENSG00000261883 	 ENST00000571563 	 ENSE00002890425
ENSG00000261883 	 ENST00000571563 	 ENSE00002823431
ENSG00000261883 	 ENST00000571563 	 ENSE00002805678
ENSG00000261883 	 ENST00000571563 	 ENSE00002810688
ENSG00000261883 	 ENST00000571563 	 ENSE00002955055
ENSG00000261883 	 ENST00000571563 	 ENSE00002868513
ENSG00000261883 	 ENST00000571563 	 ENSE00002907351
ENSG00000261883 	 ENST00000571563 	 ENSE00002906397
ENSG00000261883 	 ENST00000571563 	 ENSE00002768191
ENSG00000261883 	 ENST00000571563 	 ENSE00002842371
ENSG00000261883 	 ENST00000571563 	 ENSE00002807259
ENSG00000261883 	 ENST00000571563 	 ENSE00002894851
ENSG00000261883 	 ENST00000571563 	 ENSE00002669461
ENSG00000261883 	 ENST00000574152 	 ENSE00002681244
ENSG00000261883 	 ENST00000574152 	 ENSE00002664972
ENSG00000261883 	 ENST00000574152 	 ENSE00002890425
ENSG00000261883 	 ENST00000574152 	 ENSE00002823431
ENSG00000261883 	 ENST00000574152 	 ENSE00002805678
ENSG00000261883 	 ENST00000574152 	 ENSE00002810688
ENSG00000261883 	 ENST00000574152 	 ENSE00002955055
ENSG00000261883 	 ENST00000574152 	 ENSE00002868513
ENSG00000261883 	 ENST00000574152 	 ENSE00002907351
ENSG00000261883 	 ENST00000574152 	 ENSE00002906397
ENSG00000261883 	 ENST00000574152 	 ENSE00002768191
ENSG00000261883 	 ENST00000574152 	 ENSE00002842371
ENSG00000261883 	 ENST00000574152 	 ENSE00002807259
ENSG00000261883 	 ENST00000574152 	 ENSE00002894851
ENSG00000261883 	 ENST00000574152 	 ENSE00002655161
ENSG00000261883 	 ENST00000575587 	 ENSE00002673389
ENSG00000261883 	 ENST00000575587 	 ENSE00002890425
ENSG00000261883 	 ENST00000575587 	 ENSE00002823431
ENSG00000261883 	 ENST00000575587 	 ENSE00002805678
ENSG00000261883 	 ENST00000575587 	 ENSE00002810688
ENSG00000261883 	 ENST00000575587 	 ENSE00002955055
ENSG00000261883 	 ENST00000575587 	 ENSE00002868513
ENSG00000261883 	 ENST00000575587 	 ENSE00002907351
ENSG00000261883 	 ENST00000575587 	 ENSE00002906397
ENSG00000261883 	 ENST00000575587 	 ENSE00002768191
ENSG00000261883 	 ENST00000575587 	 ENSE00002842371
ENSG00000261883 	 ENST00000575587 	 ENSE00002807259
ENSG00000261883 	 ENST00000575587 	 ENSE00002894851
ENSG00000261883 	 ENST00000575587 	 ENSE00002678661
ENSG00000262124 	 ENST00000576358 	 ENSE00002652312
ENSG00000262124 	 ENST00000576358 	 ENSE00002660401
ENSG00000262124 	 ENST00000576358 	 ENSE00002842387
ENSG00000262124 	 ENST00000576358 	 ENSE00002644006
ENSG00000262124 	 ENST00000576358 	 ENSE00002633759
ENSG00000262124 	 ENST00000576358 	 ENSE00002655057
ENSG00000262928 	 ENST00000573408 	 ENSE00002715930
ENSG00000262928 	 ENST00000573408 	 ENSE00002706673
ENSG00000262928 	 ENST00000573408 	 ENSE00002658181
ENSG00000262928 	 ENST00000573408 	 ENSE00002696315
ENSG00000262327 	 ENST00000575872 	 ENSE00002670251
ENSG00000262327 	 ENST00000575872 	 ENSE00002913622
ENSG00000262327 	 ENST00000575872 	 ENSE00002922231
ENSG00000262327 	 ENST00000575872 	 ENSE00002931202
ENSG00000262327 	 ENST00000575872 	 ENSE00002970572
ENSG00000262327 	 ENST00000575872 	 ENSE00002799302
ENSG00000262327 	 ENST00000575872 	 ENSE00002846046
ENSG00000262327 	 ENST00000575872 	 ENSE00002738738
ENSG00000262327 	 ENST00000575872 	 ENSE00002633027
ENSG00000262327 	 ENST00000575872 	 ENSE00002661285
ENSG00000262327 	 ENST00000575872 	 ENSE00002642078
ENSG00000262327 	 ENST00000575872 	 ENSE00002659779
ENSG00000262327 	 ENST00000575872 	 ENSE00002754462
ENSG00000262327 	 ENST00000575872 	 ENSE00002850652
ENSG00000262327 	 ENST00000575872 	 ENSE00002967324
ENSG00000262327 	 ENST00000575872 	 ENSE00002658945
ENSG00000262771 	 ENST00000570667 	 ENSE00002674363
ENSG00000262771 	 ENST00000570667 	 ENSE00002947869
ENSG00000262771 	 ENST00000570667 	 ENSE00002856119
ENSG00000262771 	 ENST00000570667 	 ENSE00002824754
ENSG00000262771 	 ENST00000570667 	 ENSE00002853181
ENSG00000262771 	 ENST00000570667 	 ENSE00002837257
ENSG00000262771 	 ENST00000570667 	 ENSE00002665815
ENSG00000262771 	 ENST00000571430 	 ENSE00002666361
ENSG00000262771 	 ENST00000571430 	 ENSE00002947869
ENSG00000262771 	 ENST00000571430 	 ENSE00002856119
ENSG00000262771 	 ENST00000571430 	 ENSE00002824754
ENSG00000262771 	 ENST00000571430 	 ENSE00002853181
ENSG00000262771 	 ENST00000571430 	 ENSE00002837257
ENSG00000262771 	 ENST00000571430 	 ENSE00002636883
ENSG00000262771 	 ENST00000575059 	 ENSE00002673442
ENSG00000262771 	 ENST00000575059 	 ENSE00002947869
ENSG00000262771 	 ENST00000575059 	 ENSE00002856119
ENSG00000262771 	 ENST00000575059 	 ENSE00002824754
ENSG00000262771 	 ENST00000575059 	 ENSE00002853181
ENSG00000262771 	 ENST00000575059 	 ENSE00002837257
ENSG00000262771 	 ENST00000575059 	 ENSE00002668401
ENSG00000262771 	 ENST00000575059 	 ENSE00002657128
ENSG00000262771 	 ENST00000574199 	 ENSE00002655673
ENSG00000262771 	 ENST00000574199 	 ENSE00002947869
ENSG00000262771 	 ENST00000574199 	 ENSE00002856119
ENSG00000262771 	 ENST00000574199 	 ENSE00002824754
ENSG00000262771 	 ENST00000574199 	 ENSE00002853181
ENSG00000262771 	 ENST00000574199 	 ENSE00002837257
ENSG00000262771 	 ENST00000574199 	 ENSE00002665815
ENSG00000262771 	 ENST00000576834 	 ENSE00002653536
ENSG00000262771 	 ENST00000576834 	 ENSE00002947869
ENSG00000262771 	 ENST00000576834 	 ENSE00002856119
ENSG00000262771 	 ENST00000576834 	 ENSE00002824754
ENSG00000262771 	 ENST00000576834 	 ENSE00002853181
ENSG00000262771 	 ENST00000576834 	 ENSE00002837257
ENSG00000262771 	 ENST00000576834 	 ENSE00002665815
ENSG00000262523 	 ENST00000577165 	 ENSE00002671863
ENSG00000262523 	 ENST00000577165 	 ENSE00002656715
ENSG00000262506 	 ENST00000577170 	 ENSE00002663556
ENSG00000262506 	 ENST00000577170 	 ENSE00002948532
ENSG00000262506 	 ENST00000577170 	 ENSE00002905385
ENSG00000262506 	 ENST00000577170 	 ENSE00002869796
ENSG00000262506 	 ENST00000577170 	 ENSE00002970775
ENSG00000262506 	 ENST00000577170 	 ENSE00002637175
ENSG00000262506 	 ENST00000574413 	 ENSE00002639941
ENSG00000262506 	 ENST00000574413 	 ENSE00002948532
ENSG00000262506 	 ENST00000574413 	 ENSE00002905385
ENSG00000262506 	 ENST00000574413 	 ENSE00002869796
ENSG00000262506 	 ENST00000574413 	 ENSE00002970775
ENSG00000262506 	 ENST00000574413 	 ENSE00002642912
ENSG00000262506 	 ENST00000570669 	 ENSE00002656670
ENSG00000262506 	 ENST00000570669 	 ENSE00002948532
ENSG00000262506 	 ENST00000570669 	 ENSE00002905385
ENSG00000262506 	 ENST00000570669 	 ENSE00002869796
ENSG00000262506 	 ENST00000570669 	 ENSE00002970775
ENSG00000262506 	 ENST00000570669 	 ENSE00002684150
ENSG00000266766 	 ENST00000581899 	 ENSE00002723470
ENSG00000266766 	 ENST00000581899 	 ENSE00002704674
ENSG00000266766 	 ENST00000581899 	 ENSE00002708262
ENSG00000266766 	 ENST00000581899 	 ENSE00002718074
ENSG00000266766 	 ENST00000581899 	 ENSE00002686319
ENSG00000266766 	 ENST00000581899 	 ENSE00002727942
ENSG00000266766 	 ENST00000581899 	 ENSE00002772066
ENSG00000266766 	 ENST00000581899 	 ENSE00002969864
ENSG00000266766 	 ENST00000581899 	 ENSE00002798718
ENSG00000266766 	 ENST00000581899 	 ENSE00002802380
ENSG00000266766 	 ENST00000581899 	 ENSE00002879140
ENSG00000266766 	 ENST00000581899 	 ENSE00002847935
ENSG00000266766 	 ENST00000581899 	 ENSE00002868621
ENSG00000266766 	 ENST00000581899 	 ENSE00002899193
ENSG00000266766 	 ENST00000581899 	 ENSE00002693974
ENSG00000266766 	 ENST00000581899 	 ENSE00002705415
ENSG00000266766 	 ENST00000581899 	 ENSE00002710522
ENSG00000266766 	 ENST00000581899 	 ENSE00002699799
ENSG00000266766 	 ENST00000581899 	 ENSE00002717583
ENSG00000266766 	 ENST00000581899 	 ENSE00002710760
ENSG00000266766 	 ENST00000581899 	 ENSE00002692124
ENSG00000266766 	 ENST00000581899 	 ENSE00002725958
ENSG00000266766 	 ENST00000581899 	 ENSE00002719087
ENSG00000266766 	 ENST00000581899 	 ENSE00002684634
ENSG00000266766 	 ENST00000581899 	 ENSE00002708122
ENSG00000266766 	 ENST00000581899 	 ENSE00002691727
ENSG00000266766 	 ENST00000581899 	 ENSE00002722349
ENSG00000266766 	 ENST00000581899 	 ENSE00002688533
ENSG00000266766 	 ENST00000581899 	 ENSE00002729364
ENSG00000266766 	 ENST00000581899 	 ENSE00002722770
ENSG00000266766 	 ENST00000581899 	 ENSE00002696257
ENSG00000266766 	 ENST00000581899 	 ENSE00002688730
ENSG00000266766 	 ENST00000581899 	 ENSE00002690794
ENSG00000266766 	 ENST00000581899 	 ENSE00002699064
ENSG00000266562 	 ENST00000584841 	 ENSE00002701623
ENSG00000266562 	 ENST00000584841 	 ENSE00002820191
ENSG00000266562 	 ENST00000584841 	 ENSE00002941851
ENSG00000266562 	 ENST00000584841 	 ENSE00002693040
ENSG00000266562 	 ENST00000584841 	 ENSE00002974508
ENSG00000266562 	 ENST00000584841 	 ENSE00002825930
ENSG00000266562 	 ENST00000584841 	 ENSE00002850277
ENSG00000266562 	 ENST00000584841 	 ENSE00002765425
ENSG00000266562 	 ENST00000584841 	 ENSE00002801368
ENSG00000266562 	 ENST00000584841 	 ENSE00002912265
ENSG00000266562 	 ENST00000584841 	 ENSE00002748920
ENSG00000264369 	 ENST00000580427 	 ENSE00002701449
ENSG00000264369 	 ENST00000580427 	 ENSE00002745059
ENSG00000264369 	 ENST00000580427 	 ENSE00002830053
ENSG00000264369 	 ENST00000580427 	 ENSE00002854919
ENSG00000264369 	 ENST00000580427 	 ENSE00002864651
ENSG00000264369 	 ENST00000580427 	 ENSE00002784031
ENSG00000264369 	 ENST00000580427 	 ENSE00002764345
ENSG00000266607 	 ENST00000579948 	 ENSE00002727410
ENSG00000266607 	 ENST00000579948 	 ENSE00002691800
ENSG00000266607 	 ENST00000579948 	 ENSE00002734201
ENSG00000266607 	 ENST00000579948 	 ENSE00002725913
ENSG00000266607 	 ENST00000579948 	 ENSE00002697231
ENSG00000266607 	 ENST00000579948 	 ENSE00001681784
ENSG00000266607 	 ENST00000579948 	 ENSE00002841987
ENSG00000266607 	 ENST00000579948 	 ENSE00002807615
ENSG00000266607 	 ENST00000579948 	 ENSE00002783486
ENSG00000266607 	 ENST00000579948 	 ENSE00001771082
ENSG00000266607 	 ENST00000579948 	 ENSE00002941766
ENSG00000266592 	 ENST00000578362 	 ENSE00002715274
ENSG00000266592 	 ENST00000578362 	 ENSE00002710097
ENSG00000266592 	 ENST00000578362 	 ENSE00002730336
ENSG00000266592 	 ENST00000578362 	 ENSE00002690211
ENSG00000266592 	 ENST00000578362 	 ENSE00002726670
ENSG00000266592 	 ENST00000578362 	 ENSE00002702312
ENSG00000266592 	 ENST00000578362 	 ENSE00002803579
ENSG00000266592 	 ENST00000578362 	 ENSE00002711886
ENSG00000266592 	 ENST00000578362 	 ENSE00002709208
ENSG00000266592 	 ENST00000578362 	 ENSE00002808509
ENSG00000266592 	 ENST00000578362 	 ENSE00002902146
ENSG00000266592 	 ENST00000578362 	 ENSE00002776088
ENSG00000266592 	 ENST00000578362 	 ENSE00002927975
ENSG00000266592 	 ENST00000578362 	 ENSE00002847088
ENSG00000266592 	 ENST00000582412 	 ENSE00002775720
ENSG00000266592 	 ENST00000582412 	 ENSE00002803579
ENSG00000266592 	 ENST00000582412 	 ENSE00002711886
ENSG00000266592 	 ENST00000582412 	 ENSE00002709208
ENSG00000266592 	 ENST00000582412 	 ENSE00002808509
ENSG00000266592 	 ENST00000582412 	 ENSE00002902146
ENSG00000266592 	 ENST00000582412 	 ENSE00002776088
ENSG00000266592 	 ENST00000582412 	 ENSE00002927975
ENSG00000266592 	 ENST00000582412 	 ENSE00002686558
ENSG00000265551 	 ENST00000584292 	 ENSE00002727121
ENSG00000265551 	 ENST00000584292 	 ENSE00002897262
ENSG00000265551 	 ENST00000584292 	 ENSE00002712084
ENSG00000265551 	 ENST00000584292 	 ENSE00002465866
ENSG00000265551 	 ENST00000584292 	 ENSE00002481961
ENSG00000265551 	 ENST00000584292 	 ENSE00002926487
ENSG00000265551 	 ENST00000584292 	 ENSE00002456107
ENSG00000265551 	 ENST00000584292 	 ENSE00002522444
ENSG00000265551 	 ENST00000584292 	 ENSE00002729882
ENSG00000265551 	 ENST00000584292 	 ENSE00002692549
ENSG00000265551 	 ENST00000584292 	 ENSE00002932316
ENSG00000265551 	 ENST00000584292 	 ENSE00002515573
ENSG00000265551 	 ENST00000584292 	 ENSE00002482104
ENSG00000265551 	 ENST00000584292 	 ENSE00002474818
ENSG00000265551 	 ENST00000584292 	 ENSE00002714952
ENSG00000265551 	 ENST00000584292 	 ENSE00002715287
ENSG00000265551 	 ENST00000584292 	 ENSE00002527745
ENSG00000265551 	 ENST00000584292 	 ENSE00002449138
ENSG00000265551 	 ENST00000584292 	 ENSE00002460690
ENSG00000265551 	 ENST00000584292 	 ENSE00002478885
ENSG00000265551 	 ENST00000584292 	 ENSE00002503309
ENSG00000265551 	 ENST00000584292 	 ENSE00002502338
ENSG00000265551 	 ENST00000584292 	 ENSE00002467812
ENSG00000265551 	 ENST00000584292 	 ENSE00002703591
ENSG00000265551 	 ENST00000584292 	 ENSE00002688817
ENSG00000265551 	 ENST00000584292 	 ENSE00002706956
ENSG00000265551 	 ENST00000584292 	 ENSE00002889068
ENSG00000265551 	 ENST00000584292 	 ENSE00002948291
ENSG00000265551 	 ENST00000584292 	 ENSE00002530063
ENSG00000265551 	 ENST00000583993 	 ENSE00002727121
ENSG00000265551 	 ENST00000583993 	 ENSE00002897262
ENSG00000265551 	 ENST00000583993 	 ENSE00002712084
ENSG00000265551 	 ENST00000583993 	 ENSE00002465866
ENSG00000265551 	 ENST00000583993 	 ENSE00002481961
ENSG00000265551 	 ENST00000583993 	 ENSE00002926487
ENSG00000265551 	 ENST00000583993 	 ENSE00002456107
ENSG00000265551 	 ENST00000583993 	 ENSE00002522444
ENSG00000265551 	 ENST00000583993 	 ENSE00002729882
ENSG00000265551 	 ENST00000583993 	 ENSE00002692549
ENSG00000265551 	 ENST00000583993 	 ENSE00002515573
ENSG00000265551 	 ENST00000583993 	 ENSE00002482104
ENSG00000265551 	 ENST00000583993 	 ENSE00002474818
ENSG00000265551 	 ENST00000583993 	 ENSE00002714952
ENSG00000265551 	 ENST00000583993 	 ENSE00002715287
ENSG00000265551 	 ENST00000583993 	 ENSE00002527745
ENSG00000265551 	 ENST00000583993 	 ENSE00002449138
ENSG00000265551 	 ENST00000583993 	 ENSE00002460690
ENSG00000265551 	 ENST00000583993 	 ENSE00002478885
ENSG00000265551 	 ENST00000583993 	 ENSE00002503309
ENSG00000265551 	 ENST00000583993 	 ENSE00002467812
ENSG00000265551 	 ENST00000583993 	 ENSE00002703591
ENSG00000265551 	 ENST00000583993 	 ENSE00002688817
ENSG00000265551 	 ENST00000583993 	 ENSE00002693166
ENSG00000265551 	 ENST00000583993 	 ENSE00002706956
ENSG00000265551 	 ENST00000583993 	 ENSE00002889068
ENSG00000265551 	 ENST00000583993 	 ENSE00002948291
ENSG00000265551 	 ENST00000583993 	 ENSE00002530063
ENSG00000265551 	 ENST00000578828 	 ENSE00002719851
ENSG00000265551 	 ENST00000578828 	 ENSE00002897262
ENSG00000265551 	 ENST00000578828 	 ENSE00002712084
ENSG00000265551 	 ENST00000578828 	 ENSE00002465866
ENSG00000265551 	 ENST00000578828 	 ENSE00002481961
