ENSG00000248643 	 ENST00000412278 	 ENSE00002767281
ENSG00000251322 	 ENST00000262795 	 ENSE00002509222
ENSG00000251322 	 ENST00000262795 	 ENSE00002512701
ENSG00000251322 	 ENST00000262795 	 ENSE00002516660
ENSG00000251322 	 ENST00000262795 	 ENSE00001293272
ENSG00000251503 	 ENST00000470413 	 ENSE00002253437
ENSG00000251503 	 ENST00000470413 	 ENSE00002899150
ENSG00000251503 	 ENST00000470413 	 ENSE00002751137
ENSG00000251503 	 ENST00000470413 	 ENSE00002855785
ENSG00000251503 	 ENST00000400900 	 ENSE00002919356
ENSG00000251503 	 ENST00000400900 	 ENSE00002899150
ENSG00000251503 	 ENST00000400900 	 ENSE00002751137
ENSG00000251503 	 ENST00000400900 	 ENSE00002736321
ENSG00000251503 	 ENST00000400900 	 ENSE00002951025
ENSG00000162460 	 ENST00000375782 	 ENSE00001468365
ENSG00000162460 	 ENST00000375782 	 ENSE00001065415
ENSG00000162460 	 ENST00000375782 	 ENSE00002873194
ENSG00000162460 	 ENST00000375782 	 ENSE00002796284
ENSG00000162460 	 ENST00000375782 	 ENSE00001065417
ENSG00000162460 	 ENST00000375782 	 ENSE00001468363
ENSG00000243749 	 ENST00000373337 	 ENSE00001301216
ENSG00000243749 	 ENST00000373337 	 ENSE00002808579
ENSG00000243749 	 ENST00000373337 	 ENSE00001952201
ENSG00000188396 	 ENST00000339355 	 ENSE00001369237
ENSG00000188396 	 ENST00000372200 	 ENSE00001457166
ENSG00000188396 	 ENST00000372200 	 ENSE00001457165
ENSG00000260238 	 ENST00000368276 	 ENSE00002896526
ENSG00000260238 	 ENST00000368276 	 ENSE00002920171
ENSG00000260238 	 ENST00000368276 	 ENSE00002930990
ENSG00000260238 	 ENST00000368276 	 ENSE00002790564
ENSG00000260238 	 ENST00000368276 	 ENSE00002820703
ENSG00000260238 	 ENST00000368276 	 ENSE00002867943
ENSG00000260238 	 ENST00000368276 	 ENSE00001511508
ENSG00000260238 	 ENST00000320139 	 ENSE00001951323
ENSG00000260238 	 ENST00000320139 	 ENSE00002920171
ENSG00000260238 	 ENST00000320139 	 ENSE00002930990
ENSG00000260238 	 ENST00000320139 	 ENSE00002820703
ENSG00000260238 	 ENST00000320139 	 ENSE00002867943
ENSG00000260238 	 ENST00000320139 	 ENSE00002962799
ENSG00000267228 	 ENST00000588705 	 ENSE00002822979
ENSG00000267228 	 ENST00000588705 	 ENSE00002813285
ENSG00000267228 	 ENST00000588705 	 ENSE00002929026
ENSG00000267228 	 ENST00000588705 	 ENSE00002782576
ENSG00000267228 	 ENST00000588705 	 ENSE00002749348
ENSG00000267228 	 ENST00000588705 	 ENSE00002896579
ENSG00000250709 	 ENST00000511166 	 ENSE00002926219
ENSG00000250709 	 ENST00000511166 	 ENSE00002915329
ENSG00000250709 	 ENST00000511166 	 ENSE00002927210
ENSG00000250709 	 ENST00000511166 	 ENSE00002768844
ENSG00000250709 	 ENST00000511166 	 ENSE00002747463
ENSG00000250709 	 ENST00000511166 	 ENSE00002892440
ENSG00000250709 	 ENST00000511166 	 ENSE00002835374
ENSG00000250709 	 ENST00000511166 	 ENSE00002795783
ENSG00000250709 	 ENST00000511166 	 ENSE00002911185
ENSG00000250709 	 ENST00000511166 	 ENSE00002928911
ENSG00000250709 	 ENST00000511166 	 ENSE00002903997
ENSG00000250709 	 ENST00000511166 	 ENSE00002763523
ENSG00000250709 	 ENST00000511166 	 ENSE00002735008
ENSG00000250709 	 ENST00000511166 	 ENSE00002871981
ENSG00000250709 	 ENST00000511166 	 ENSE00002852944
ENSG00000250709 	 ENST00000511166 	 ENSE00002921853
ENSG00000204442 	 ENST00000375915 	 ENSE00001468799
ENSG00000204442 	 ENST00000375915 	 ENSE00001468797
ENSG00000204442 	 ENST00000375915 	 ENSE00001468794
ENSG00000005189 	 ENST00000261377 	 ENSE00002599609
ENSG00000005189 	 ENST00000261377 	 ENSE00002906767
ENSG00000005189 	 ENST00000261377 	 ENSE00002899200
ENSG00000005189 	 ENST00000261377 	 ENSE00002912555
ENSG00000005189 	 ENST00000261377 	 ENSE00002881711
ENSG00000005189 	 ENST00000261377 	 ENSE00002914091
ENSG00000005189 	 ENST00000261377 	 ENSE00002816310
ENSG00000005189 	 ENST00000261377 	 ENSE00002781419
ENSG00000005189 	 ENST00000261377 	 ENSE00002827422
ENSG00000005189 	 ENST00000261377 	 ENSE00002882546
ENSG00000005189 	 ENST00000261377 	 ENSE00002846203
ENSG00000005189 	 ENST00000261377 	 ENSE00002781568
ENSG00000005189 	 ENST00000261377 	 ENSE00002899422
ENSG00000005189 	 ENST00000261377 	 ENSE00002752087
ENSG00000005189 	 ENST00000261377 	 ENSE00002806433
ENSG00000005189 	 ENST00000261377 	 ENSE00002872452
ENSG00000005189 	 ENST00000261377 	 ENSE00002855830
ENSG00000005189 	 ENST00000261377 	 ENSE00002962466
ENSG00000005189 	 ENST00000261377 	 ENSE00002955738
ENSG00000005189 	 ENST00000261377 	 ENSE00001419737
ENSG00000005189 	 ENST00000348433 	 ENSE00002579190
ENSG00000005189 	 ENST00000348433 	 ENSE00002906767
ENSG00000005189 	 ENST00000348433 	 ENSE00002899200
ENSG00000005189 	 ENST00000348433 	 ENSE00002912555
ENSG00000005189 	 ENST00000348433 	 ENSE00002881711
ENSG00000005189 	 ENST00000348433 	 ENSE00002914091
ENSG00000005189 	 ENST00000348433 	 ENSE00002816310
ENSG00000005189 	 ENST00000348433 	 ENSE00002781419
ENSG00000005189 	 ENST00000348433 	 ENSE00002827422
ENSG00000005189 	 ENST00000348433 	 ENSE00002882546
ENSG00000005189 	 ENST00000348433 	 ENSE00002846203
ENSG00000005189 	 ENST00000348433 	 ENSE00002781568
ENSG00000005189 	 ENST00000348433 	 ENSE00002899422
ENSG00000005189 	 ENST00000348433 	 ENSE00002752087
ENSG00000005189 	 ENST00000348433 	 ENSE00002806433
ENSG00000005189 	 ENST00000348433 	 ENSE00002855830
ENSG00000005189 	 ENST00000348433 	 ENSE00002962466
ENSG00000005189 	 ENST00000348433 	 ENSE00002955738
ENSG00000005189 	 ENST00000348433 	 ENSE00001419737
ENSG00000005189 	 ENST00000564274 	 ENSE00002591904
ENSG00000005189 	 ENST00000564274 	 ENSE00002906767
ENSG00000005189 	 ENST00000564274 	 ENSE00002899200
ENSG00000005189 	 ENST00000564274 	 ENSE00002912555
ENSG00000005189 	 ENST00000564274 	 ENSE00002881711
ENSG00000005189 	 ENST00000564274 	 ENSE00002914091
ENSG00000005189 	 ENST00000564274 	 ENSE00002816310
ENSG00000005189 	 ENST00000564274 	 ENSE00002781419
ENSG00000005189 	 ENST00000564274 	 ENSE00002827422
ENSG00000005189 	 ENST00000564274 	 ENSE00002882546
ENSG00000005189 	 ENST00000564274 	 ENSE00002846203
ENSG00000005189 	 ENST00000564274 	 ENSE00002781568
ENSG00000005189 	 ENST00000564274 	 ENSE00002899422
ENSG00000005189 	 ENST00000564274 	 ENSE00002752087
ENSG00000005189 	 ENST00000564274 	 ENSE00002806433
ENSG00000005189 	 ENST00000564274 	 ENSE00002872452
ENSG00000005189 	 ENST00000564274 	 ENSE00002855830
ENSG00000005189 	 ENST00000564274 	 ENSE00002962466
ENSG00000005189 	 ENST00000564274 	 ENSE00002955738
ENSG00000005189 	 ENST00000564274 	 ENSE00002598284
ENSG00000005189 	 ENST00000564687 	 ENSE00002602367
ENSG00000005189 	 ENST00000564687 	 ENSE00002589905
ENSG00000005189 	 ENST00000564687 	 ENSE00002899200
ENSG00000005189 	 ENST00000564687 	 ENSE00002912555
ENSG00000005189 	 ENST00000564687 	 ENSE00002881711
ENSG00000005189 	 ENST00000564687 	 ENSE00002914091
ENSG00000005189 	 ENST00000564687 	 ENSE00002816310
ENSG00000005189 	 ENST00000564687 	 ENSE00002781419
ENSG00000005189 	 ENST00000564687 	 ENSE00002827422
ENSG00000005189 	 ENST00000564687 	 ENSE00002882546
ENSG00000005189 	 ENST00000564687 	 ENSE00002846203
ENSG00000005189 	 ENST00000564687 	 ENSE00002781568
ENSG00000005189 	 ENST00000564687 	 ENSE00002899422
ENSG00000005189 	 ENST00000564687 	 ENSE00002752087
ENSG00000005189 	 ENST00000564687 	 ENSE00002806433
ENSG00000005189 	 ENST00000564687 	 ENSE00002872452
ENSG00000005189 	 ENST00000564687 	 ENSE00002855830
ENSG00000005189 	 ENST00000564687 	 ENSE00002962466
ENSG00000005189 	 ENST00000564687 	 ENSE00002955738
ENSG00000005189 	 ENST00000564687 	 ENSE00001823902
ENSG00000205457 	 ENST00000360260 	 ENSE00001606827
ENSG00000205457 	 ENST00000360260 	 ENSE00001732172
ENSG00000205457 	 ENST00000567137 	 ENSE00002579223
ENSG00000205457 	 ENST00000567137 	 ENSE00002782635
ENSG00000205457 	 ENST00000567137 	 ENSE00002629900
ENSG00000254788 	 ENST00000527729 	 ENSE00002156511
ENSG00000254788 	 ENST00000527729 	 ENSE00002841784
ENSG00000254788 	 ENST00000527729 	 ENSE00002972470
ENSG00000166473 	 ENST00000337114 	 ENSE00001713862
ENSG00000166473 	 ENST00000337114 	 ENSE00001414746
ENSG00000166473 	 ENST00000337114 	 ENSE00001406036
ENSG00000166473 	 ENST00000337114 	 ENSE00001405285
ENSG00000166473 	 ENST00000337114 	 ENSE00001423048
ENSG00000166473 	 ENST00000337114 	 ENSE00001413364
ENSG00000166473 	 ENST00000337114 	 ENSE00001429311
ENSG00000166473 	 ENST00000337114 	 ENSE00001425172
ENSG00000166473 	 ENST00000337114 	 ENSE00001403468
ENSG00000166473 	 ENST00000337114 	 ENSE00002879979
ENSG00000166473 	 ENST00000337114 	 ENSE00002779927
ENSG00000166473 	 ENST00000337114 	 ENSE00002825427
ENSG00000166473 	 ENST00000337114 	 ENSE00002866102
ENSG00000166473 	 ENST00000337114 	 ENSE00002817278
ENSG00000166473 	 ENST00000337114 	 ENSE00002923680
ENSG00000166473 	 ENST00000337114 	 ENSE00002931837
ENSG00000166473 	 ENST00000337114 	 ENSE00002898475
ENSG00000166473 	 ENST00000337114 	 ENSE00001311172
ENSG00000137267 	 ENST00000333628 	 ENSE00002841692
ENSG00000137267 	 ENST00000333628 	 ENSE00002889617
ENSG00000137267 	 ENST00000333628 	 ENSE00002884370
ENSG00000137267 	 ENST00000333628 	 ENSE00001484630
ENSG00000219607 	 ENST00000405617 	 ENSE00001552642
ENSG00000111837 	 ENST00000313243 	 ENSE00001481374
ENSG00000111837 	 ENST00000313243 	 ENSE00002924725
ENSG00000111837 	 ENST00000313243 	 ENSE00002909640
ENSG00000111837 	 ENST00000313243 	 ENSE00002812098
ENSG00000111837 	 ENST00000313243 	 ENSE00002972177
ENSG00000111837 	 ENST00000313243 	 ENSE00002744569
ENSG00000111837 	 ENST00000313243 	 ENSE00002872246
ENSG00000111837 	 ENST00000313243 	 ENSE00002807260
ENSG00000111837 	 ENST00000313243 	 ENSE00002935756
ENSG00000111837 	 ENST00000313243 	 ENSE00002954985
ENSG00000111837 	 ENST00000313243 	 ENSE00002785746
ENSG00000111837 	 ENST00000313243 	 ENSE00002741532
ENSG00000111837 	 ENST00000313243 	 ENSE00002930041
ENSG00000111837 	 ENST00000313243 	 ENSE00002915745
ENSG00000111837 	 ENST00000354489 	 ENSE00002924725
ENSG00000111837 	 ENST00000354489 	 ENSE00002909640
ENSG00000111837 	 ENST00000354489 	 ENSE00002812098
ENSG00000111837 	 ENST00000354489 	 ENSE00002972177
ENSG00000111837 	 ENST00000354489 	 ENSE00002744569
ENSG00000111837 	 ENST00000354489 	 ENSE00002872246
ENSG00000111837 	 ENST00000354489 	 ENSE00002807260
ENSG00000111837 	 ENST00000354489 	 ENSE00002935756
ENSG00000111837 	 ENST00000354489 	 ENSE00002954985
ENSG00000111837 	 ENST00000354489 	 ENSE00002785746
ENSG00000111837 	 ENST00000354489 	 ENSE00002741532
ENSG00000111837 	 ENST00000354489 	 ENSE00002930041
ENSG00000111837 	 ENST00000354489 	 ENSE00002915745
ENSG00000187566 	 ENST00000340650 	 ENSE00001967327
ENSG00000184825 	 ENST00000377459 	 ENSE00001473999
ENSG00000258388 	 ENST00000581472 	 ENSE00002689909
ENSG00000258388 	 ENST00000581472 	 ENSE00002812943
ENSG00000258388 	 ENST00000581472 	 ENSE00002942671
ENSG00000258388 	 ENST00000581472 	 ENSE00002830594
ENSG00000258388 	 ENST00000581472 	 ENSE00002866478
ENSG00000258388 	 ENST00000581472 	 ENSE00002784105
ENSG00000258388 	 ENST00000581472 	 ENSE00002917625
ENSG00000258388 	 ENST00000581472 	 ENSE00002969701
ENSG00000258388 	 ENST00000581472 	 ENSE00002723089
ENSG00000137288 	 ENST00000374231 	 ENSE00001462918
ENSG00000137288 	 ENST00000374231 	 ENSE00000738899
ENSG00000137288 	 ENST00000374231 	 ENSE00000738900
ENSG00000137288 	 ENST00000374231 	 ENSE00001462872
ENSG00000146197 	 ENST00000274938 	 ENSE00001933656
ENSG00000146197 	 ENST00000274938 	 ENSE00001173490
ENSG00000146197 	 ENST00000274938 	 ENSE00000974363
ENSG00000146197 	 ENST00000274938 	 ENSE00001339092
ENSG00000146197 	 ENST00000274938 	 ENSE00001173477
ENSG00000146197 	 ENST00000274938 	 ENSE00001085010
ENSG00000146197 	 ENST00000274938 	 ENSE00001085021
ENSG00000146197 	 ENST00000274938 	 ENSE00000974359
ENSG00000146197 	 ENST00000274938 	 ENSE00002493221
ENSG00000146197 	 ENST00000274938 	 ENSE00000974361
ENSG00000146197 	 ENST00000274938 	 ENSE00001246297
ENSG00000146197 	 ENST00000274938 	 ENSE00001246290
ENSG00000146197 	 ENST00000274938 	 ENSE00001246285
ENSG00000146197 	 ENST00000274938 	 ENSE00001173431
ENSG00000146197 	 ENST00000274938 	 ENSE00001173426
ENSG00000146197 	 ENST00000274938 	 ENSE00001193758
ENSG00000146197 	 ENST00000274938 	 ENSE00001193754
ENSG00000146197 	 ENST00000274938 	 ENSE00002486365
ENSG00000146197 	 ENST00000274938 	 ENSE00000974435
ENSG00000146197 	 ENST00000274938 	 ENSE00001032137
ENSG00000146197 	 ENST00000274938 	 ENSE00001032115
ENSG00000146197 	 ENST00000274938 	 ENSE00001870277
ENSG00000197753 	 ENST00000373853 	 ENSE00001461759
ENSG00000197753 	 ENST00000373853 	 ENSE00002787967
ENSG00000197753 	 ENST00000373853 	 ENSE00002458953
ENSG00000197753 	 ENST00000360215 	 ENSE00001031972
ENSG00000197753 	 ENST00000360215 	 ENSE00002787967
ENSG00000197753 	 ENST00000360215 	 ENSE00001193148
ENSG00000197753 	 ENST00000360215 	 ENSE00001426286
ENSG00000124602 	 ENST00000373164 	 ENSE00002742391
ENSG00000124602 	 ENST00000373164 	 ENSE00000849848
ENSG00000124602 	 ENST00000373164 	 ENSE00001319799
ENSG00000124602 	 ENST00000373164 	 ENSE00002758370
ENSG00000124602 	 ENST00000373164 	 ENSE00001302613
ENSG00000124602 	 ENST00000373164 	 ENSE00002886649
ENSG00000124602 	 ENST00000373164 	 ENSE00002908230
ENSG00000124602 	 ENST00000373164 	 ENSE00001459686
ENSG00000124602 	 ENST00000244565 	 ENSE00001422848
ENSG00000124602 	 ENST00000244565 	 ENSE00002742391
ENSG00000124602 	 ENST00000244565 	 ENSE00000849848
ENSG00000124602 	 ENST00000244565 	 ENSE00001319799
ENSG00000124602 	 ENST00000244565 	 ENSE00002758370
ENSG00000124602 	 ENST00000244565 	 ENSE00001302613
ENSG00000124602 	 ENST00000244565 	 ENSE00002886649
ENSG00000124602 	 ENST00000244565 	 ENSE00002908230
ENSG00000124602 	 ENST00000244565 	 ENSE00001300678
ENSG00000204052 	 ENST00000372441 	 ENSE00001457810
ENSG00000204052 	 ENST00000372441 	 ENSE00001457809
ENSG00000204052 	 ENST00000372441 	 ENSE00001457808
ENSG00000204052 	 ENST00000372441 	 ENSE00002949130
ENSG00000204052 	 ENST00000372441 	 ENSE00001457804
ENSG00000204052 	 ENST00000372441 	 ENSE00002967015
ENSG00000069122 	 ENST00000265417 	 ENSE00001454792
ENSG00000069122 	 ENST00000265417 	 ENSE00001428659
ENSG00000069122 	 ENST00000265417 	 ENSE00001010031
ENSG00000069122 	 ENST00000265417 	 ENSE00001010029
ENSG00000069122 	 ENST00000265417 	 ENSE00001194443
ENSG00000069122 	 ENST00000265417 	 ENSE00001010028
ENSG00000069122 	 ENST00000265417 	 ENSE00001010026
ENSG00000069122 	 ENST00000265417 	 ENSE00001010032
ENSG00000069122 	 ENST00000265417 	 ENSE00001010027
ENSG00000069122 	 ENST00000265417 	 ENSE00001010030
ENSG00000069122 	 ENST00000265417 	 ENSE00000481313
ENSG00000069122 	 ENST00000265417 	 ENSE00002809545
ENSG00000069122 	 ENST00000265417 	 ENSE00002911840
ENSG00000069122 	 ENST00000265417 	 ENSE00000755534
ENSG00000069122 	 ENST00000265417 	 ENSE00002904239
ENSG00000069122 	 ENST00000265417 	 ENSE00002939118
ENSG00000069122 	 ENST00000265417 	 ENSE00000755531
ENSG00000069122 	 ENST00000265417 	 ENSE00001643847
ENSG00000069122 	 ENST00000265417 	 ENSE00001663035
ENSG00000069122 	 ENST00000265417 	 ENSE00001742280
ENSG00000069122 	 ENST00000265417 	 ENSE00001409165
ENSG00000069122 	 ENST00000452370 	 ENSE00001594869
ENSG00000069122 	 ENST00000452370 	 ENSE00001194458
ENSG00000069122 	 ENST00000452370 	 ENSE00001010031
ENSG00000069122 	 ENST00000452370 	 ENSE00001010029
ENSG00000069122 	 ENST00000452370 	 ENSE00001194443
ENSG00000069122 	 ENST00000452370 	 ENSE00001010028
ENSG00000069122 	 ENST00000452370 	 ENSE00001010026
ENSG00000069122 	 ENST00000452370 	 ENSE00001010032
ENSG00000069122 	 ENST00000452370 	 ENSE00001010027
ENSG00000069122 	 ENST00000452370 	 ENSE00001010030
ENSG00000069122 	 ENST00000452370 	 ENSE00000481313
ENSG00000069122 	 ENST00000452370 	 ENSE00002809545
ENSG00000069122 	 ENST00000452370 	 ENSE00002911840
ENSG00000069122 	 ENST00000452370 	 ENSE00000755534
ENSG00000069122 	 ENST00000452370 	 ENSE00002904239
ENSG00000069122 	 ENST00000452370 	 ENSE00002939118
ENSG00000069122 	 ENST00000452370 	 ENSE00000755531
ENSG00000069122 	 ENST00000452370 	 ENSE00001643847
ENSG00000069122 	 ENST00000452370 	 ENSE00001663035
ENSG00000069122 	 ENST00000452370 	 ENSE00001742280
ENSG00000069122 	 ENST00000452370 	 ENSE00001426944
ENSG00000069122 	 ENST00000283296 	 ENSE00001516393
ENSG00000069122 	 ENST00000283296 	 ENSE00001194458
ENSG00000069122 	 ENST00000283296 	 ENSE00001010031
ENSG00000069122 	 ENST00000283296 	 ENSE00001010029
ENSG00000069122 	 ENST00000283296 	 ENSE00001194443
ENSG00000069122 	 ENST00000283296 	 ENSE00001010028
ENSG00000069122 	 ENST00000283296 	 ENSE00001010026
ENSG00000069122 	 ENST00000283296 	 ENSE00001010032
ENSG00000069122 	 ENST00000283296 	 ENSE00001010027
ENSG00000069122 	 ENST00000283296 	 ENSE00001010030
ENSG00000069122 	 ENST00000283296 	 ENSE00000481313
ENSG00000069122 	 ENST00000283296 	 ENSE00002809545
ENSG00000069122 	 ENST00000283296 	 ENSE00002911840
ENSG00000069122 	 ENST00000283296 	 ENSE00000755534
ENSG00000069122 	 ENST00000283296 	 ENSE00002904239
ENSG00000069122 	 ENST00000283296 	 ENSE00002939118
ENSG00000069122 	 ENST00000283296 	 ENSE00000755531
ENSG00000069122 	 ENST00000283296 	 ENSE00001643847
ENSG00000069122 	 ENST00000283296 	 ENSE00001663035
ENSG00000069122 	 ENST00000283296 	 ENSE00001742280
ENSG00000069122 	 ENST00000283296 	 ENSE00001426944
ENSG00000008197 	 ENST00000008391 	 ENSE00001843453
ENSG00000008197 	 ENST00000008391 	 ENSE00000850455
ENSG00000008197 	 ENST00000008391 	 ENSE00002747778
ENSG00000008197 	 ENST00000008391 	 ENSE00002772036
ENSG00000008197 	 ENST00000008391 	 ENSE00002795257
ENSG00000008197 	 ENST00000008391 	 ENSE00002792021
ENSG00000008197 	 ENST00000008391 	 ENSE00000755845
ENSG00000008197 	 ENST00000008391 	 ENSE00000619431
ENSG00000182793 	 ENST00000370989 	 ENSE00001454083
ENSG00000182793 	 ENST00000370989 	 ENSE00002784006
ENSG00000182793 	 ENST00000370989 	 ENSE00002761339
ENSG00000182793 	 ENST00000370989 	 ENSE00002522910
ENSG00000182793 	 ENST00000370989 	 ENSE00002833801
ENSG00000182793 	 ENST00000370989 	 ENSE00002809495
ENSG00000182793 	 ENST00000370989 	 ENSE00002924043
ENSG00000182793 	 ENST00000284562 	 ENSE00001344521
ENSG00000182793 	 ENST00000284562 	 ENSE00002784006
ENSG00000182793 	 ENST00000284562 	 ENSE00002761339
ENSG00000182793 	 ENST00000284562 	 ENSE00002522910
ENSG00000182793 	 ENST00000284562 	 ENSE00002833801
ENSG00000182793 	 ENST00000284562 	 ENSE00002809495
ENSG00000182793 	 ENST00000284562 	 ENSE00001182948
ENSG00000146243 	 ENST00000369940 	 ENSE00001451291
ENSG00000146243 	 ENST00000369940 	 ENSE00001337808
ENSG00000146243 	 ENST00000369940 	 ENSE00000974710
ENSG00000146243 	 ENST00000369940 	 ENSE00001419576
ENSG00000203877 	 ENST00000369689 	 ENSE00001450642
ENSG00000203877 	 ENST00000369689 	 ENSE00001450641
ENSG00000203877 	 ENST00000369689 	 ENSE00002747403
ENSG00000203877 	 ENST00000369689 	 ENSE00001450639
ENSG00000146281 	 ENST00000275072 	 ENSE00001016515
ENSG00000146281 	 ENST00000275072 	 ENSE00000974846
ENSG00000146281 	 ENST00000275072 	 ENSE00000974847
ENSG00000146281 	 ENST00000275072 	 ENSE00000974848
ENSG00000146281 	 ENST00000275072 	 ENSE00001016518
ENSG00000146281 	 ENST00000275072 	 ENSE00001016517
ENSG00000146281 	 ENST00000275072 	 ENSE00001305660
ENSG00000203760 	 ENST00000368328 	 ENSE00001446890
ENSG00000203760 	 ENST00000368328 	 ENSE00001446893
ENSG00000203760 	 ENST00000368328 	 ENSE00001837898
ENSG00000255330 	 ENST00000481848 	 ENSE00001958401
ENSG00000255330 	 ENST00000481848 	 ENSE00002838540
ENSG00000255330 	 ENST00000481848 	 ENSE00002947431
ENSG00000255330 	 ENST00000481848 	 ENSE00002770126
ENSG00000255330 	 ENST00000481848 	 ENSE00002968143
ENSG00000255330 	 ENST00000481848 	 ENSE00002777079
ENSG00000255330 	 ENST00000481848 	 ENSE00002755532
ENSG00000255330 	 ENST00000481848 	 ENSE00002901262
ENSG00000255330 	 ENST00000481848 	 ENSE00002940885
ENSG00000255330 	 ENST00000481848 	 ENSE00002941794
ENSG00000255330 	 ENST00000481848 	 ENSE00002854947
ENSG00000255330 	 ENST00000481848 	 ENSE00002943948
ENSG00000203756 	 ENST00000368143 	 ENSE00001446415
ENSG00000203756 	 ENST00000368143 	 ENSE00001446413
ENSG00000203756 	 ENST00000368143 	 ENSE00001446412
ENSG00000203756 	 ENST00000368143 	 ENSE00001446411
ENSG00000203756 	 ENST00000368143 	 ENSE00001446410
ENSG00000203756 	 ENST00000438392 	 ENSE00001746896
ENSG00000203756 	 ENST00000438392 	 ENSE00001735459
ENSG00000203756 	 ENST00000438392 	 ENSE00001446413
ENSG00000203756 	 ENST00000438392 	 ENSE00001446412
ENSG00000203756 	 ENST00000438392 	 ENSE00001446411
ENSG00000203756 	 ENST00000438392 	 ENSE00001717651
ENSG00000185068 	 ENST00000438073 	 ENSE00001443488
ENSG00000185068 	 ENST00000438073 	 ENSE00001443487
ENSG00000185068 	 ENST00000438073 	 ENSE00001712313
ENSG00000204363 	 ENST00000375511 	 ENSE00001891852
ENSG00000204363 	 ENST00000375511 	 ENSE00001467292
ENSG00000250423 	 ENST00000402510 	 ENSE00001559646
ENSG00000250423 	 ENST00000402510 	 ENSE00001558131
ENSG00000250423 	 ENST00000402510 	 ENSE00001550119
ENSG00000250423 	 ENST00000402510 	 ENSE00001564292
ENSG00000250423 	 ENST00000402510 	 ENSE00002545699
ENSG00000250423 	 ENST00000402510 	 ENSE00002563973
ENSG00000250423 	 ENST00000402510 	 ENSE00002555902
ENSG00000250423 	 ENST00000402510 	 ENSE00002570651
ENSG00000250423 	 ENST00000402510 	 ENSE00001562083
ENSG00000250423 	 ENST00000402510 	 ENSE00001552490
ENSG00000250423 	 ENST00000402510 	 ENSE00001553057
ENSG00000250423 	 ENST00000402510 	 ENSE00002560765
ENSG00000250423 	 ENST00000402510 	 ENSE00002563933
ENSG00000250423 	 ENST00000402510 	 ENSE00002548329
ENSG00000226929 	 ENST00000457020 	 ENSE00001891561
ENSG00000226929 	 ENST00000457020 	 ENSE00001737067
ENSG00000226929 	 ENST00000457020 	 ENSE00001839061
ENSG00000224089 	 ENST00000430448 	 ENSE00001835274
ENSG00000224089 	 ENST00000430448 	 ENSE00001695976
ENSG00000224089 	 ENST00000430448 	 ENSE00001816733
ENSG00000226600 	 ENST00000417256 	 ENSE00001786513
ENSG00000226600 	 ENST00000417256 	 ENSE00001778442
ENSG00000226600 	 ENST00000417256 	 ENSE00001930975
ENSG00000230347 	 ENST00000457977 	 ENSE00001625290
ENSG00000230347 	 ENST00000457977 	 ENSE00001637131
ENSG00000230347 	 ENST00000457977 	 ENSE00001885332
ENSG00000228517 	 ENST00000434883 	 ENSE00001711331
ENSG00000228517 	 ENST00000434883 	 ENSE00001786337
ENSG00000228517 	 ENST00000434883 	 ENSE00001917378
ENSG00000226023 	 ENST00000443600 	 ENSE00001789138
ENSG00000226023 	 ENST00000443600 	 ENSE00002939561
ENSG00000226023 	 ENST00000443600 	 ENSE00001894478
ENSG00000237957 	 ENST00000439466 	 ENSE00001593435
ENSG00000237957 	 ENST00000439466 	 ENSE00001605494
ENSG00000237957 	 ENST00000439466 	 ENSE00001845922
ENSG00000230594 	 ENST00000415858 	 ENSE00001674026
ENSG00000230594 	 ENST00000415858 	 ENSE00001691646
ENSG00000230594 	 ENST00000415858 	 ENSE00001915343
ENSG00000236126 	 ENST00000441330 	 ENSE00001725699
ENSG00000236126 	 ENST00000441330 	 ENSE00001622132
ENSG00000236126 	 ENST00000441330 	 ENSE00001822407
ENSG00000242362 	 ENST00000458218 	 ENSE00001644514
ENSG00000242362 	 ENST00000458218 	 ENSE00002890674
ENSG00000242362 	 ENST00000458218 	 ENSE00001934483
ENSG00000189252 	 ENST00000370503 	 ENSE00001452873
ENSG00000189252 	 ENST00000370503 	 ENSE00001452872
ENSG00000203924 	 ENST00000370498 	 ENSE00001452865
ENSG00000203924 	 ENST00000370498 	 ENSE00001365007
ENSG00000203923 	 ENST00000370493 	 ENSE00001842908
ENSG00000203923 	 ENST00000370493 	 ENSE00001452857
ENSG00000250151 	 ENST00000397256 	 ENSE00001688418
ENSG00000250151 	 ENST00000397256 	 ENSE00002836620
ENSG00000250151 	 ENST00000397256 	 ENSE00002844696
ENSG00000250151 	 ENST00000397256 	 ENSE00002952924
ENSG00000250151 	 ENST00000397256 	 ENSE00002735978
ENSG00000250151 	 ENST00000397256 	 ENSE00002900003
ENSG00000250151 	 ENST00000397256 	 ENSE00002968256
ENSG00000250151 	 ENST00000397256 	 ENSE00002795764
ENSG00000250151 	 ENST00000397256 	 ENSE00002920110
ENSG00000250151 	 ENST00000397256 	 ENSE00002749311
ENSG00000250151 	 ENST00000397256 	 ENSE00002743719
ENSG00000250151 	 ENST00000397256 	 ENSE00001377872
ENSG00000168273 	 ENST00000477703 	 ENSE00001285599
ENSG00000168273 	 ENST00000477703 	 ENSE00001954171
ENSG00000248592 	 ENST00000504329 	 ENSE00002306654
ENSG00000248592 	 ENST00000504329 	 ENSE00002800874
ENSG00000248592 	 ENST00000504329 	 ENSE00002834670
